0 3787.065371 2.336e-13 6.090983 4.662e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.323e-03
100 3787.065323 -3.581e-14 6.090983 4.667e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.061e-10
200 3787.065275 -6.050e-14 6.090983 4.430e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.060e-10
300 3787.065227 9.714e-14 6.090984 4.369e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.042e-10
400 3787.065181 -3.741e-14 6.090984 4.219e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.025e-10
500 3787.065135 2.133e-13 6.090984 4.087e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.008e-10
600 3787.065090 2.006e-13 6.090984 3.896e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.906e-11
700 3787.065045 2.333e-13 6.090985 3.714e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.739e-11
800 3787.065002 1.768e-13 6.090985 3.576e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.575e-11
900 3787.064959 1.936e-13 6.090985 3.421e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.414e-11
1000 3787.064917 5.408e-14 6.090986 3.234e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.256e-11
1100 3787.064875 1.881e-13 6.090986 3.039e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.100e-11
