0 3999.904021 1.962e-12 5.308045 3.263e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.547e-03
100 3999.903833 1.877e-12 5.308039 2.471e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 4.021e-10
200 3999.903653 1.817e-12 5.308034 2.331e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.835e-10
300 3999.903485 1.687e-12 5.308030 2.385e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.601e-10
400 3999.903326 1.530e-12 5.308027 2.354e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.383e-10
500 3999.903178 1.430e-12 5.308024 2.431e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.180e-10
600 3999.903038 1.278e-12 5.308021 2.547e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.990e-10
700 3999.902906 1.334e-12 5.308020 2.625e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.813e-10
800 3999.902782 1.353e-12 5.308018 2.665e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.648e-10
900 3999.902665 1.143e-12 5.308017 2.686e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.494e-10
1000 3999.902555 1.090e-12 5.308016 2.774e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.349e-10
1100 3999.902452 1.153e-12 5.308016 2.876e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.214e-10
1200 3999.902354 1.101e-12 5.308016 2.914e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.088e-10
1300 3999.902262 8.620e-13 5.308016 2.986e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.969e-10
1400 3999.902175 7.130e-13 5.308016 3.066e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.859e-10
1500 3999.902093 7.948e-13 5.308017 3.063e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.755e-10
1600 3999.902015 8.234e-13 5.308018 3.266e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.657e-10
1700 3999.901942 7.262e-13 5.308019 3.228e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.566e-10
1800 3999.901873 6.897e-13 5.308020 3.287e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.480e-10
1900 3999.901807 6.140e-13 5.308021 3.337e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.400e-10
2000 3999.901745 6.808e-13 5.308022 3.426e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.324e-10
2100 3999.901687 5.211e-13 5.308023 3.480e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.253e-10
2200 3999.901631 5.549e-13 5.308024 3.509e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.186e-10
2300 3999.901578 7.602e-13 5.308026 3.652e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.123e-10
2400 3999.901529 5.175e-13 5.308027 3.606e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.064e-10
2500 3999.901481 5.529e-13 5.308028 3.726e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.009e-10
2600 3999.901437 5.887e-13 5.308030 3.806e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.561e-11
