0 3786.519933 1.081e-12 6.089753 -3.729e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.322e-03
100 3786.519849 9.660e-13 6.089755 -3.716e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.849e-10
200 3786.519769 1.048e-12 6.089757 -3.581e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.757e-10
300 3786.519692 8.948e-13 6.089758 -3.311e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.681e-10
400 3786.519619 8.532e-13 6.089760 -3.082e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.610e-10
500 3786.519549 8.278e-13 6.089761 -2.884e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.544e-10
600 3786.519481 7.951e-13 6.089763 -2.735e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.483e-10
700 3786.519417 7.463e-13 6.089764 -2.468e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.425e-10
800 3786.519354 7.672e-13 6.089766 -2.285e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.371e-10
900 3786.519294 7.460e-13 6.089767 -2.060e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.320e-10
1000 3786.519236 6.584e-13 6.089769 -1.933e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.273e-10
1100 3786.519180 4.722e-13 6.089770 -1.736e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.228e-10
1200 3786.519126 6.999e-13 6.089771 -1.571e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.185e-10
1300 3786.519074 6.394e-13 6.089773 -1.357e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.145e-10
1400 3786.519024 6.215e-13 6.089774 -1.185e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.107e-10
1500 3786.518975 4.864e-13 6.089775 -9.676e-15 -0.000000 -0.000e+00 0.000000 0.000e+00 1.072e-10
1600 3786.518928 4.997e-13 6.089776 -8.088e-15 -0.000000 -0.000e+00 0.000000 0.000e+00 1.038e-10
1700 3786.518882 5.965e-13 6.089777 -6.955e-15 -0.000000 -0.000e+00 0.000000 0.000e+00 1.005e-10
1800 3786.518838 5.426e-13 6.089778 -4.742e-15 -0.000000 -0.000e+00 0.000000 0.000e+00 9.748e-11
