0 3998.110436 1.436e-12 5.308672 4.997e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.543e-03
100 3998.110260 1.457e-12 5.308668 4.953e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.743e-10
200 3998.110094 1.494e-12 5.308665 4.833e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.550e-10
300 3998.109938 1.266e-12 5.308663 4.801e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.334e-10
400 3998.109792 1.286e-12 5.308661 4.868e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.132e-10
500 3998.109654 1.326e-12 5.308660 4.903e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.944e-10
600 3998.109524 1.321e-12 5.308659 4.787e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.769e-10
700 3998.109402 1.346e-12 5.308658 4.762e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.605e-10
800 3998.109288 1.134e-12 5.308658 4.755e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.452e-10
900 3998.109180 1.197e-12 5.308658 4.751e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.309e-10
1000 3998.109078 1.197e-12 5.308658 4.716e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.176e-10
1100 3998.108982 1.253e-12 5.308659 4.683e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.051e-10
1200 3998.108891 1.233e-12 5.308660 4.551e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.934e-10
1300 3998.108806 1.246e-12 5.308660 4.695e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.824e-10
1400 3998.108725 1.095e-12 5.308662 4.781e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.722e-10
1500 3998.108649 1.190e-12 5.308663 4.805e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.626e-10
1600 3998.108577 1.208e-12 5.308664 4.826e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.535e-10
1700 3998.108509 1.246e-12 5.308665 5.049e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.451e-10
1800 3998.108445 1.157e-12 5.308667 5.010e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.372e-10
1900 3998.108385 1.101e-12 5.308668 4.991e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.297e-10
2000 3998.108327 1.160e-12 5.308670 4.970e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.227e-10
2100 3998.108273 1.021e-12 5.308672 4.980e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.161e-10
2200 3998.108221 9.815e-13 5.308673 4.939e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.099e-10
2300 3998.108173 9.481e-13 5.308675 4.975e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.041e-10
2400 3998.108126 1.132e-12 5.308677 5.108e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.865e-11
