0 4004.400975 4.007e-13 5.291119 3.833e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.556e-03
100 4004.400815 6.453e-13 5.291118 4.103e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.428e-10
200 4004.400662 6.594e-13 5.291117 4.041e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.263e-10
300 4004.400519 9.277e-13 5.291118 4.357e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.064e-10
400 4004.400384 8.434e-13 5.291118 4.447e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.879e-10
500 4004.400257 8.810e-13 5.291119 4.472e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.706e-10
600 4004.400138 8.073e-13 5.291120 4.656e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.545e-10
700 4004.400026 1.187e-12 5.291121 4.601e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.395e-10
800 4004.399921 1.127e-12 5.291122 4.683e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.254e-10
900 4004.399821 1.219e-12 5.291124 4.761e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.122e-10
1000 4004.399728 1.321e-12 5.291126 4.909e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.999e-10
1100 4004.399640 1.216e-12 5.291128 4.922e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.885e-10
1200 4004.399556 1.259e-12 5.291130 4.871e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.777e-10
1300 4004.399478 1.339e-12 5.291132 4.881e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.676e-10
1400 4004.399404 1.451e-12 5.291134 4.896e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.582e-10
1500 4004.399334 1.376e-12 5.291136 4.991e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.493e-10
1600 4004.399268 1.369e-12 5.291139 4.889e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.411e-10
1700 4004.399206 1.353e-12 5.291141 4.993e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.333e-10
1800 4004.399147 1.471e-12 5.291143 4.957e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.260e-10
1900 4004.399091 1.408e-12 5.291146 4.973e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.191e-10
2000 4004.399038 1.512e-12 5.291148 5.024e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.127e-10
2100 4004.398988 1.616e-12 5.291150 4.920e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.067e-10
2200 4004.398941 1.567e-12 5.291153 4.990e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.010e-10
2300 4004.398896 1.669e-12 5.291155 5.003e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.564e-11
