0 3999.631409 1.436e-12 5.309223 5.686e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 8.546e-03
100 3999.631223 1.237e-12 5.309217 6.393e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.962e-10
200 3999.631051 1.171e-12 5.309213 6.472e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.687e-10
300 3999.630889 1.202e-12 5.309209 6.417e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.462e-10
400 3999.630737 1.228e-12 5.309206 6.393e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.251e-10
500 3999.630594 1.185e-12 5.309203 6.455e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 3.055e-10
600 3999.630459 1.218e-12 5.309201 6.398e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.873e-10
700 3999.630333 1.199e-12 5.309199 6.468e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.702e-10
800 3999.630214 1.133e-12 5.309198 6.401e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.542e-10
900 3999.630102 9.722e-13 5.309198 6.486e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.394e-10
1000 3999.629996 1.025e-12 5.309197 6.364e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.254e-10
1100 3999.629897 1.005e-12 5.309197 6.410e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.124e-10
1200 3999.629803 8.921e-13 5.309197 6.370e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 2.003e-10
1300 3999.629715 1.016e-12 5.309198 6.328e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.889e-10
1400 3999.629631 1.095e-12 5.309198 6.416e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.782e-10
1500 3999.629553 8.502e-13 5.309199 6.596e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.682e-10
1600 3999.629478 9.814e-13 5.309200 6.485e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.588e-10
1700 3999.629408 1.047e-12 5.309201 6.518e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.500e-10
1800 3999.629342 1.005e-12 5.309202 6.483e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.418e-10
1900 3999.629279 9.407e-13 5.309203 6.325e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.340e-10
2000 3999.629220 8.521e-13 5.309204 6.366e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.268e-10
2100 3999.629163 1.116e-12 5.309206 6.307e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.199e-10
2200 3999.629110 1.004e-12 5.309207 6.307e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.135e-10
2300 3999.629060 1.038e-12 5.309209 6.232e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.075e-10
2400 3999.629012 1.009e-12 5.309210 6.268e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 1.018e-10
2500 3999.628967 1.161e-12 5.309212 6.132e-14 -0.000000 -0.000e+00 0.000000 0.000e+00 9.648e-11
